country,bank_account,location_type,cellphone_access,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size_binned
Tanzania,No,Urban,No,37,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,59,Male,Head of Household,Single/Never Married,Primary education,Government Dependent,size 3 or below
Tanzania,No,Urban,Yes,25,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,47,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,91,Male,Head of Household,Widowed,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,46,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,31,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,28,Female,Other relative,Divorced/Seperated,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Urban,No,36,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,60,Female,Head of Household,Married/Living together,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,35,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,25,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,55,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,47,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,30,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Rural,Yes,37,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,Yes,34,Female,Head of Household,Married/Living together,Secondary education,Informally employed,size 3 or below
Tanzania,No,Rural,No,32,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,32,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,16,Male,Parent,Divorced/Seperated,Primary education,Informally employed,size 3 or below
Tanzania,Yes,Rural,Yes,27,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Rural,No,50,Female,Head of Household,Married/Living together,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,41,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,53,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,24,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,43,Female,Head of Household,Single/Never Married,Secondary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,70,Male,Head of Household,Widowed,No formal education,Informally employed,size btw 7 and 10
Tanzania,No,Urban,Yes,44,Female,Head of Household,Widowed,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,37,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,25,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,30,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Rural,Yes,57,Female,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,No,32,Female,Spouse,Single/Never Married,Primary education,No Income,size 3 or below
Tanzania,No,Rural,Yes,49,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,Yes,31,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,44,Female,Head of Household,Married/Living together,Primary education,No Income,size 3 or below
Tanzania,No,Rural,Yes,29,Female,Spouse,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,16,Male,Other relative,Divorced/Seperated,Primary education,Self employed,size above 10
Tanzania,No,Urban,Yes,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,19,Female,Parent,Divorced/Seperated,Tertiary education,Self employed,size btw 4 and 6
Tanzania,Yes,Rural,Yes,36,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Rural,Yes,17,Female,Child,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,17,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,No,36,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Rural,No,42,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,35,Male,Head of Household,Single/Never Married,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,No,32,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,50,Female,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,33,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,55,Female,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,Yes,Urban,Yes,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,55,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,25,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,No,50,Female,Head of Household,Married/Living together,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,24,Female,Parent,Divorced/Seperated,Primary education,Informally employed,size btw 4 and 6
Tanzania,No,Urban,Yes,28,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Tanzania,No,Rural,Yes,19,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Tanzania,No,Rural,No,43,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,37,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,22,Female,Child,Divorced/Seperated,Tertiary education,Informally employed,size btw 4 and 6
Tanzania,No,Urban,Yes,33,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,36,Male,Head of Household,Married/Living together,Primary education,Informally employed,size 3 or below
Tanzania,Yes,Urban,Yes,43,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,40,Female,Child,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,46,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,20,Female,Spouse,Single/Never Married,Secondary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,43,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,No,78,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,23,Male,Other non-relatives,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,41,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,26,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,57,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,17,Male,Other non-relatives,Divorced/Seperated,Secondary education,Remittance Dependent,size above 10
Tanzania,No,Urban,Yes,49,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,22,Male,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,No,41,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,52,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,25,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,66,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,26,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,32,Male,Head of Household,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,No,28,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,48,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,32,Female,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,47,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,25,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,No,55,Male,Spouse,Single/Never Married,No formal education,Self employed,size btw 4 and 6
Tanzania,No,Rural,Yes,27,Female,Spouse,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,No,63,Female,Head of Household,Married/Living together,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,20,Female,Child,Divorced/Seperated,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,40,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,44,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,62,Female,Head of Household,Married/Living together,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,25,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,26,Female,Parent,Divorced/Seperated,Primary education,Informally employed,size btw 4 and 6
Tanzania,No,Urban,No,26,Female,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,59,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,37,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,25,Female,Parent,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,30,Female,Spouse,Single/Never Married,Primary education,No Income,size 3 or below
Tanzania,No,Rural,Yes,20,Female,Parent,Single/Never Married,Primary education,Remittance Dependent,size btw 4 and 6
Tanzania,No,Urban,Yes,65,Female,Head of Household,Widowed,No formal education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,44,Female,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,35,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,28,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,size 3 or below
Tanzania,No,Urban,No,45,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,52,Male,Head of Household,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,42,Female,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,30,Female,Spouse,Single/Never Married,No formal education,Informally employed,size 3 or below
Tanzania,Yes,Rural,Yes,71,Male,Head of Household,Single/Never Married,No formal education,Government Dependent,size 3 or below
Tanzania,No,Urban,No,20,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,28,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,27,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,43,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,50,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,42,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Urban,Yes,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,40,Male,Other relative,Married/Living together,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,No,61,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,54,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
